Artista,Cancion,Album,Año,Genero,Duracion
Belinda,Boba Niña Nice (Teenage Superstar),Belinda,2003,Pop Latino,3:00
Belinda,Vivir (Any Better),Belinda,2003,Pop Latino,3:04
Belinda,Princesa,Belinda,2003,Pop Latino,3:45
Belinda,Niña de Ayer (Everyday Girl),Belinda,2003,Pop Latino,3:25
Belinda,No Entiendo (I Don't Understand You),Belinda,2003,Pop Latino,4:04
Belinda,Be Free,Belinda,2003,Pop Latino,3:33
Belinda,Donde Iré Yo (Disposition),Belinda,2003,Pop Latino,3:32
Belinda,Voy a Conquistarte (I'm Gonna Make You Love Me),Belinda,2003,Pop Latino,3:22
Belinda,Lo Puedo Lograr (Someday),Belinda,2003,Pop Latino,2:57
Belinda,Sin Dolor (Turn the Page),Belinda,2003,Pop Latino,3:51
Belinda,Fuerte,Belinda,2003,Pop Latino,3:16
Belinda,Utopia,Utopia,2006,Pop Latino,3:00
Belinda,Ni Freud Ni Tu Mama,Utopia,2006,Pop Latino,3:24
Belinda,See a Little Light,Utopia,2006,Pop Latino,4:04
Belinda,Bella Traicion,Utopia,2006,Pop Latino,3:44
Belinda,Contigo o Sin Ti,Utopia,2006,Pop Latino,4:00
Belinda,Alguien Mas,Utopia,2006,Pop Latino,3:12
Belinda,Quien Es Feliz,Utopia,2006,Pop Latino,3:45
Belinda,Pudo Ser Tan Facil,Utopia,2006,Pop Latino,3:54
Belinda,Noche Cool,Utopia,2006,Pop Latino,3:06
Belinda,Amiga Soledad,Utopia,2006,Pop Latino,4:24
Belinda,Good... Good,Utopia,2006,Pop Latino,3:23
Belinda,Luz Sin Gravedad,Utopia,2006,Pop Latino,4:01
Belinda,Never Enough,Utopia,2006,Pop Latino,3:10
Belinda,Amor Transgenico,Carpe Diem,2010,Pop Latino,3:22
Belinda,Egoista (feat. Pitbull),Carpe Diem,2010,Pop Latino,3:24
Belinda,Dopamina,Carpe Diem,2010,Pop Latino,3:15
Belinda,Culpable,Carpe Diem,2010,Pop Latino,3:55
Belinda,Lolita,Carpe Diem,2010,Pop Latino,3:26
Belinda,Cuida de Mi,Carpe Diem,2010,Pop Latino,4:59
Belinda,Mi Religion,Carpe Diem,2010,Pop Latino,3:53
Belinda,Wacko,Carpe Diem,2010,Pop Latino,3:40
Belinda,Maldita Suerte,Carpe Diem,2010,Pop Latino,3:12
Belinda,Sal de Mi Piel,Carpe Diem,2010,Pop Latino,3:26
Belinda,Gaia,Carpe Diem,2010,Pop Latino,3:39
Belinda,Duele,Carpe Diem,2010,Pop Latino,3:58
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Britney Spears,,,,,0
Britney Spears,...Baby One More Time,Baby One More Time,1999,Pop,3:30
Britney Spears,(You Drive Me) Crazy,Baby One More Time,1999,Pop,3:18
Britney Spears,Sometimes,Baby One More Time,1999,Pop,4:05
Britney Spears,Soda Pop,Baby One More Time,1999,Pop,3:20
Britney Spears,Born to Make You Happy,Baby One More Time,1999,Pop,4:03
Britney Spears,From the Bottom of My Broken Heart,Baby One More Time,1999,Pop,5:11
Britney Spears & Don Philip,I Will Be There,Baby One More Time,1999,Pop,3:53
Britney Spears & Don Philip,I Will Still Love You,Baby One More Time,1999,Pop,4:03
Britney Spears,Thinkin' About You,Baby One More Time,1999,Pop,3:34
Britney Spears,E-Mail My Heart,Baby One More Time,1999,Pop,3:42
Britney Spears,The Beat Goes On,Baby One More Time,1999,Pop,3:43
Britney Spears,Oops!...I Did It Again,Oops!... I Did It Again,2000,Pop,3:31
Britney Spears,Stronger,Oops!... I Did It Again,2000,Pop,3:23
Britney Spears,Don't Go Knockin' On My Door,Oops!... I Did It Again,2000,Pop,3:43
Britney Spears,(I Can't Get No) Satisfaction,Oops!... I Did It Again,2000,Pop,4:23
Britney Spears,Don't Let Me Be the Last to Know,Oops!... I Did It Again,2000,Pop,3:51
Britney Spears,What U See (Is What U Get),Oops!... I Did It Again,2000,Pop,3:36
Britney Spears,Lucky,Oops!... I Did It Again,2000,Pop,3:26
Britney Spears,One Kiss from You,Oops!... I Did It Again,2000,Pop,3:23
Britney Spears,Where Are You Now,Oops!... I Did It Again,2000,Pop,4:39
Britney Spears,Can't Make You Love Me,Oops!... I Did It Again,2000,Pop,3:17
Britney Spears,When Your Eyes Say It,Oops!... I Did It Again,2000,Pop,4:29
Britney Spears,Dear Diary,Oops!... I Did It Again,2000,Pop,2:46
Britney Spears,I'm a Slave 4 U,Britney,2001,Pop,3:23
Britney Spears,Overprotected,Britney,2001,Pop,3:18
Britney Spears,Lonely,Britney,2001,Pop,3:19
Britney Spears,"I'm Not a Girl, Not yet a Woman",Britney,2001,Pop,3:51
Britney Spears,Boys,Britney,2001,Pop,3:26
Britney Spears,Anticipating,Britney,2001,Pop,3:16
Britney Spears,I Love Rock 'n Roll,Britney,2001,Pop,3:06
Britney Spears,Cinderella,Britney,2001,Pop,3:39
Britney Spears,Let Me Be,Britney,2001,Pop,2:51
Britney Spears,Bombastic Love,Britney,2001,Pop,3:05
Britney Spears,That's Where You Take Me,Britney,2001,Pop,3:32
Britney Spears,What It's Like to Be Me,Britney,2001,Pop,2:50
Britney Spears Featuring Madonna,Me Against the Music,In the Zone,2003,Pop,3:43
Britney Spears Featuring Ying Yang Twins,(I Got That) Boom Boom,In the Zone,2003,Pop,4:49
Britney Spears,Showdown,In the Zone,2003,Pop,3:16
Britney Spears,Breathe On Me,In the Zone,2003,Pop,3:43
Britney Spears,Early Mornin',In the Zone,2003,Pop,3:45
Britney Spears,Toxic,In the Zone,2003,Pop,3:18
Britney Spears,Outrageous,In the Zone,2003,Pop,3:21
Britney Spears,Touch of My Hand,In the Zone,2003,Pop,4:19
Britney Spears,The Hook Up,In the Zone,2003,Pop,3:54
Britney Spears,Shadow,In the Zone,2003,Pop,3:44
Britney Spears,Brave New Girl,In the Zone,2003,Pop,3:28
Britney Spears,Everytime,In the Zone,2003,Pop,3:50
Britney Spears Featuring Madonna,Me Against the Music (Rishi Rich's Desi Kulcha Remix),In the Zone,2003,Pop,4:29
Britney Spears,My Prerogative,,2004,Pop,33:00
Britney Spears,(I've Just Begun) Having My Fun (Non-Album Bonus Track),,2004,Pop,22:00
Britney Spears,Do Somethin',,2004,Pop,22:00
,,,,,
Candy,,,,,0
Candy,Lasa-ma in pace,Candy,2000,Pop,3:40
Candy,Mergem la mare,Candy,2000,Pop,3:48
Candy,Esti indiferent,Candy,2000,Pop,3:43
Candy,Lasa-ma in pace - rmx -,Candy,2000,Pop,6:19
Candy,Sunt fata care iti place,Candy,2000,Pop,3:22
Candy,Nu mai vreau singuratate,Candy,2000,Pop,4:18
Candy,De ce nu intelegi?,O seara perfecta,2001,Pop,3:26
Candy,N-am sa uit,O seara perfecta,2001,Pop,4:44
Candy,Candva,O seara perfecta,2001,Pop,3:00
Candy,Nu ne place scoala,O seara perfecta,2001,Pop,3:58
Candy,Poveste de iubire,O seara perfecta,2001,Pop,3:49
Candy,Nu te pot ierta,O seara perfecta,2001,Pop,3:48
Candy,In noaptea de Craciun,O seara perfecta,2001,Pop,3:30
Candy,Nu pot sa cred,O seara perfecta,2001,Pop,3:36
Candy,O seara perfecta,O seara perfecta,2001,Pop,3:18
Candy,Esti baiatul care imi place,O seara perfecta,2001,Pop,3:56
Candy,Seara iti pare rau,De vis,2002,Pop,3:46
Candy,Te iert,De vis,2002,Pop,3:38
Candy,N-am sa uit,De vis,2002,Pop,4:18
Candy,Spune-mi,De vis,2002,Pop,2:43
Candy,De cate ori,De vis,2002,Pop,2:33
Candy,De ce?,De vis,2002,Pop,3:44
Candy,Ce va fi,De vis,2002,Pop,3:54
Candy,Doar un vis,De vis,2002,Pop,2:39
Candy,Printul viselor,De vis,2002,Pop,3:23
Candy,Cazut din cer,De vis,2002,Pop,3:26
Candy,Hey-la,Poveste,2003,Pop,3:07
Candy,Cine esti?,Poveste,2003,Pop,3:19
Candy,Poveste,Poveste,2003,Pop,3:33
Candy,Ochii tai,Poveste,2003,Pop,3:18
Candy,Primul sarut,Poveste,2003,Pop,2:49
Candy,Ramai,Poveste,2003,Pop,3:35
Candy,Nu renunta,Poveste,2003,Pop,3:25
Candy,Vreau sa dansez,Poveste,2003,Pop,3:20
Candy,Fitze,Poveste,2003,Pop,3:45
Candy,Obraznic,Poveste,2003,Pop,3:18
Candy,Dimineti de vara,,,,3:36
Candy,Impreuna,,,,3:32
Candy,Mi-ai promis candva,,,,3:03
Candy,N-am sa uit,,,,4:46
Candy,N-am sa uit (rmx),,,,4:18
Candy,Nu mai sta pe ganduri,,,,3:22
Candy,Poveste de iubire,,,,3:52
Candy,Te Vreau Aproape,,,,3:46
Candy,Te-am visat,,,,3:21
,,,,,
,,,,,
,,,,,
,,,,,
Cartoons DK,,,,,0
Cartoons DK,Witch Doctor,Toonage,1998,Electronic,3:07
Cartoons DK,Doodah,Toonage,1998,Electronic,3:13
Cartoons DK,Hold Me,Toonage,1998,Electronic,3:06
Cartoons DK,Ramalama Daisy,Toonage,1998,Electronic,3:44
Cartoons DK,Yoko,Toonage,1998,Electronic,3:28
Cartoons DK,Who Put the Bomp,Toonage,1998,Electronic,3:47
Cartoons DK,De Do Do Do De Da Da Da,Toonage,1998,Electronic,3:20
Cartoons DK,Let's Go Childish,Toonage,1998,Electronic,3:06
Cartoons DK,Aisy Waisy,Toonage,1998,Electronic,2:56
Cartoons DK,Listen to My Heart,Toonage,1998,Electronic,4:22
Cartoons DK,Intro,Toontastic!,2000,Electronic,0:33
Cartoons DK,Diddley-Dee,Toontastic!,2000,Electronic,3:02
Cartoons DK,Little Red Ridinghood,Toontastic!,2000,Electronic,3:19
Cartoons DK,Chirpy Chirpy Cheep Cheep,Toontastic!,2000,Electronic,3:18
Cartoons DK,Mama Loo,Toontastic!,2000,Electronic,3:17
Cartoons DK,Alehla,Toontastic!,2000,Electronic,3:02
Cartoons DK,Hippie From Mississippi,Toontastic!,2000,Electronic,3:34
Cartoons DK,Breaking Up Is Hard To Do,Toontastic!,2000,Electronic,2:43
Cartoons DK,Big Coconuts,Toontastic!,2000,Electronic,3:19
Cartoons DK,Eany Meany,Toontastic!,2000,Electronic,3:38
Cartoons DK,Shooby Dooby Baby,Toontastic!,2000,Electronic,3:07
Cartoons DK,Witch Doctor,More Toonage,2003,Electronic,3:06
Cartoons DK,Doodah,More Toonage,2003,Electronic,3:12
Cartoons DK,Hold Me,More Toonage,2003,Electronic,3:06
Cartoons DK,Ramalama Daisy,More Toonage,2003,Electronic,3:42
Cartoons DK,Yoko,More Toonage,2003,Electronic,3:25
Cartoons DK,Who Put The Bomp,More Toonage,2003,Electronic,3:47
Cartoons DK,De Do Do Do De Da Da Da,More Toonage,2003,Electronic,3:20
Cartoons DK,Let's Go Childish,More Toonage,2003,Electronic,3:06
Cartoons DK,Aisy Waisy,More Toonage,2003,Electronic,2:56
Cartoons DK,Listen To My Heart,More Toonage,2003,Electronic,4:21
Cartoons DK,Doodah (Spanish Version),More Toonage,2003,Electronic,3:12
Cartoons DK,Witch Doctor (Spanish Version),More Toonage,2003,Electronic,3:05
Cartoons DK,Santa Claus Is Coming To Town,More Toonage,2003,Electronic,2:45
Cartoons DK,Just Cant Wait,More Toonage,2003,Electronic,3:30
Cartoons DK,Millenium Megamix (Witchdoctor/Doodah/Yoko),More Toonage,2003,Electronic,4:56
,,,,,
Cascada,,,,,0
Cascada,Everytime We Touch,Everytime We Touch,2006,Dance,3:16
Cascada,How Do You Do!,Everytime We Touch,2006,Dance,3:15
Cascada,Bad Boy,Everytime We Touch,2006,Dance,3:12
Cascada,Miracle,Everytime We Touch,2006,Dance,3:38
Cascada,Another You,Everytime We Touch,2006,Dance,3:39
Cascada,Ready for Love,Everytime We Touch,2006,Dance,3:23
Cascada,Can't Stop the Rain,Everytime We Touch,2006,Dance,3:28
Cascada,Kids In America,Everytime We Touch,2006,Dance,3:00
Cascada,A Neverending Dream,Everytime We Touch,2006,Dance,3:23
Cascada,Truly Madly Deeply,Everytime We Touch,2006,Dance,4:11
Cascada,One More Night,Everytime We Touch,2006,Dance,3:42
Cascada,Wouldn't It Be Good,Everytime We Touch,2006,Dance,3:27
Cascada,Love Again,Everytime We Touch,2006,Dance,3:28
Cascada,Everytime We Touch (Yanou's Candlelight Mix),Everytime We Touch,2006,Dance,3:15
,,,,,
,,,,,
Cleopatra Stratan,,,,,0
Cleopatra Stratan,Ghita,La varsta de 3 ani,2006,Folk,3:18
Cleopatra Stratan,Cutu,La varsta de 3 ani,2006,Folk,3:05
Cleopatra Stratan,Te-am Intalnit,La varsta de 3 ani,2006,Folk,2:39
Cleopatra Stratan,Sansa,La varsta de 3 ani,2006,Folk,2:24
Cleopatra Stratan,Noapte Buna,La varsta de 3 ani,2006,Folk,3:55
Cleopatra Stratan,Surprize,La varsta de 3 ani,2006,Folk,3:24
Cleopatra Stratan,Numar pan' la unu,La varsta de 3 ani,2006,Folk,2:47
Cleopatra Stratan,Mama,La varsta de 3 ani,2006,Folk,4:00
Cleopatra Stratan,De ce,La varsta de 3 ani,2006,Folk,4:17
Cleopatra Stratan,Zuzu-zuzu,La varsta de 3 ani,2006,Folk,2:10
Cleopatra Stratan,Oare Cat,La varsta de 3 ani,2006,Folk,2:03
Cleopatra Stratan,Pasarea Pistruie,La varsta de 3 ani,2006,Folk,3:46
,,,,,
Country Boys,,,,,0
Country Boys,Cat as vrea,Ia mai zi o saltareata,2000,Country,3:22
Country Boys,Brasoveanca,Ia mai zi o saltareata,2000,Country,3:39
Country Boys,Suntem iar la mare,Ia mai zi o saltareata,2000,Country,3:18
Country Boys,Ia mai zi o saltareata,Ia mai zi o saltareata,2000,Country,3:22
Country Boys,Lautare zi ceva,Ia mai zi o saltareata,2000,Country,3:16
Country Boys,Mi-o zis mama sa ma-nsor,Ia mai zi o saltareata,2000,Country,3:24
Country Boys,Asa se intampla vara,Ia mai zi o saltareata,2000,Country,4:18
Country Boys,Life in country,Ia mai zi o saltareata,2000,Country,3:25
Country Boys,Mamaliga,Hai inima hai,2001,Country,3:53
Country Boys,Trandafir de la Moldova,Hai inima hai,2001,Country,3:26
Country Boys,Ai plecat,Hai inima hai,2001,Country,3:09
Country Boys,Daca ai nevasta rea,Hai inima hai,2001,Country,3:10
Country Boys,Roata morii,Hai inima hai,2001,Country,3:30
Country Boys,Hai inima hai,Hai inima hai,2001,Country,3:26
Country Boys,Zarzarea,Hai inima hai,2001,Country,3:31
Country Boys,Trec tiganii,Hai inima hai,2001,Country,3:24
,,,,,
Crazy Frog,,,,,0
Crazy Frog,Intro,Crazy Hits,2005,Electronic,1:02
Crazy Frog,Axel F,Crazy Hits,2005,Electronic,2:54
Crazy Frog,Popcorn,Crazy Hits,2005,Electronic,3:12
Crazy Frog,Whoomp! (There it is),Crazy Hits,2005,Electronic,2:52
Crazy Frog,1001 Nights,Crazy Hits,2005,Electronic,2:55
Crazy Frog,Bailando,Crazy Hits,2005,Electronic,3:35
Crazy Frog,Don't You Want Me,Crazy Hits,2005,Electronic,2:57
Crazy Frog,Dirty Frog,Crazy Hits,2005,Electronic,3:35
Crazy Frog,Magic Melody,Crazy Hits,2005,Electronic,3:15
Crazy Frog,Pump Up the Jam,Crazy Hits,2005,Electronic,3:09
Crazy Frog,In the 80s,Crazy Hits,2005,Electronic,3:32
Crazy Frog,Pinocchio,Crazy Hits,2005,Electronic,2:58
Crazy Frog,Wonderland,Crazy Hits,2005,Electronic,3:31
Crazy Frog,Dallas (Theme),Crazy Hits,2005,Electronic,3:15
Crazy Frog,The Pink Panther,Crazy Hits,2005,Electronic,2:34
Crazy Frog,Crazy Sounds (Acapella),Crazy Hits,2005,Electronic,3:08
Crazy Frog,Crazy Frog in the House (Knightrid),More Crazy Hits,2006,Electronic,2:58
Crazy Frog,We Are the Champions (Ding A Dang Dong),More Crazy Hits,2006,Electronic,2:56
Crazy Frog,Living on Video,More Crazy Hits,2006,Electronic,3:10
Crazy Frog,Cotton Eye Joe,More Crazy Hits,2006,Electronic,2:47
Crazy Frog,Blue,More Crazy Hits,2006,Electronic,2:47
Crazy Frog,Everytime We Touch,More Crazy Hits,2006,Electronic,3:24
Crazy Frog,Hey Baby,More Crazy Hits,2006,Electronic,2:51
Crazy Frog,Crazy Jodeling,More Crazy Hits,2006,Electronic,2:54
Crazy Frog,The Final Countdown,More Crazy Hits,2006,Electronic,2:52
Crazy Frog,Axel F,More Crazy Hits,2006,Electronic,2:51
Crazy Frog,Last Christmas,More Crazy Hits,2006,Electronic,3:12
Crazy Frog,Popcorn,More Crazy Hits,2006,Electronic,2:47
Crazy Frog,Copa Banana,More Crazy Hits,2006,Electronic,3:18
Crazy Frog,Go Froggy Go,More Crazy Hits,2006,Electronic,2:57
Crazy Frog,Rock Steady,More Crazy Hits,2006,Electronic,2:43
Crazy Frog,In the 80's,More Crazy Hits,2006,Electronic,3:30
Crazy Frog,Super Crazy Sounds,More Crazy Hits,2006,Electronic,2:31
Crazy Frog,Intro (Crazy Frog LP1),Crazy Hits (US Edition),2005,Electronic,1:01
Crazy Frog,Axel F,Crazy Hits (US Edition),2005,Electronic,2:49
Crazy Frog,We Like to Party,Crazy Hits (US Edition),2005,Electronic,3:25
Crazy Frog,Get Ready for This,Crazy Hits (US Edition),2005,Electronic,3:03
Crazy Frog,I Like to Move It,Crazy Hits (US Edition),2005,Electronic,2:59
Crazy Frog,Who Let the Frog Out,Crazy Hits (US Edition),2005,Electronic,2:56
Crazy Frog,Popcorn,Crazy Hits (US Edition),2005,Electronic,3:10
Crazy Frog,Pump Up the Jam,Crazy Hits (US Edition),2005,Electronic,3:04
Crazy Frog,Whoomp (There It Is),Crazy Hits (US Edition),2005,Electronic,2:47
Crazy Frog,In the 80's,Crazy Hits (US Edition),2005,Electronic,3:27
Crazy Frog,Crazy Frog Sounds,Crazy Hits (US Edition),2005,Electronic,3:09
Crazy Frog,Hip Hop Hooray,Crazy Hits (US Edition),2005,Electronic,3:01
Crazy Frog,Intro (Go Froggy Go),More Crazy Hits (US Edition),2006,Electronic,0:34
Crazy Frog,We Are the Champions (Ding a Dang Dong),More Crazy Hits (US Edition),2006,Electronic,2:57
Crazy Frog,Crazy Frog In the House (Knightrider),More Crazy Hits (US Edition),2006,Electronic,3:16
Crazy Frog,Cotton Eyed Joe,More Crazy Hits (US Edition),2006,Electronic,2:49
Crazy Frog,Ice Ice Baby,More Crazy Hits (US Edition),2006,Electronic,4:02
Crazy Frog,Blue,More Crazy Hits (US Edition),2006,Electronic,2:48
Crazy Frog,Kiss Him Goodbye (Na Na Na Hey Hey),More Crazy Hits (US Edition),2006,Electronic,3:05
Crazy Frog,Hey Baby,More Crazy Hits (US Edition),2006,Electronic,2:50
Crazy Frog,I Will Survive,More Crazy Hits (US Edition),2006,Electronic,3:25
Crazy Frog,Rock Steady,More Crazy Hits (US Edition),2006,Electronic,2:42
Crazy Frog,Copa Banana,More Crazy Hits (US Edition),2006,Electronic,3:17
,,,,,
°C-ute,,,,,0
°C-ute,Massara Blue Jeans,Cutie Queen Vol.1,2006,Jpop,
°C-ute,Wakkyanai (Z),Cutie Queen Vol.1,2006,Jpop,
°C-ute,Soku Dakishimete,Cutie Queen Vol.1,2006,Jpop,
°C-ute,?kina Ai de Motenashite,Cutie Queen Vol.1,2006,Jpop,
°C-ute,Time Capsule,Cutie Queen Vol.1,2006,Jpop,
°C-ute,Everday Yeah! Kataomoi,Cutie Queen Vol.1,2006,Jpop,
°C-ute,As One,Cutie Queen Vol.1,2006,Jpop,
°C-ute,Yes! Shiawase (°C-ute Version),Cutie Queen Vol.1,2006,Jpop,
°C-ute,Endless Love ~I Love You More~ (°C-ute Version),Cutie Queen Vol.1,2006,Jpop,
,,,,,
,,,,,
Danna Paola,,,,,0
Danna Paola,"Bla, Bla, Bla",Oceano,2004,Pop,2:39
Danna Paola,Marioneta,Oceano,2004,Pop,4:03
Danna Paola,Caminos de Luz (Danna Version),Oceano,2004,Pop,3:43
Danna Paola,Dame la Luna,Oceano,2004,Pop,4:17
Danna Paola,Señor Reloj,Oceano,2004,Pop,2:51
Danna Paola,Azul Como el Cielo (Danna Version),Oceano,2004,Pop,3:38
Danna Paola,Criaturas Japonesas,Oceano,2004,Pop,3:10
Danna Paola,Principe Azul,Oceano,2004,Pop,4:10
Danna Paola,Mi Mamá Me Va a Castigar,Oceano,2004,Pop,2:37
Danna Paola,Un Paso Atras,Oceano,2004,Pop,3:17
Danna Paola,Late Mi Corazón (Version Pop),Chiquita Pero Picosa,2005,Pop,4:04
Danna Paola,Señor Reloj,Chiquita Pero Picosa,2005,Pop,2:49
Danna Paola,Chiquita Pero Picosa (Versión Pop),Chiquita Pero Picosa,2005,Pop,3:24
Danna Paola,Bicho Bicho (Version Pop),Chiquita Pero Picosa,2005,Pop,3:06
Danna Paola,Un Paso Atras,Chiquita Pero Picosa,2005,Pop,3:16
Danna Paola,La Chica Yeye (Version Pop),Chiquita Pero Picosa,2005,Pop,2:31
Danna Paola,Mi Mamá Me Va a Castigar,Chiquita Pero Picosa,2005,Pop,2:35
Danna Paola,Principe Azul,Chiquita Pero Picosa,2005,Pop,4:09
Danna Paola,Chiquita Pero Picosa (Versión Grupera),Chiquita Pero Picosa,2005,Pop,3:21
Danna Paola,Late Mi Corazón (Version Grupera),Chiquita Pero Picosa,2005,Pop,3:16
Danna Paola,Bicho Bicho (Version Grupera),Chiquita Pero Picosa,2005,Pop,3:21
Danna Paola,La Chica Yeye (Version Grupera),Chiquita Pero Picosa,2005,Pop,2:35
Danna Paola,Chiquita Pero Picosa (Pop Pista Version),Canta Como Danna Paola,2005,Pop,3:31
Danna Paola,Azul Como el Cielo (Pista),Canta Como Danna Paola,2005,Pop,3:40
Danna Paola,Late Mi Corazón (Pop Pista Version),Canta Como Danna Paola,2005,Pop,4:06
Danna Paola,La Chica Yeye (Pop Pista Version),Canta Como Danna Paola,2005,Pop,2:34
Danna Paola,"Bla, Bla, Bla (Pista)",Canta Como Danna Paola,2005,Pop,2:37
Danna Paola,Caminos de Luz (Pista),Canta Como Danna Paola,2005,Pop,3:45
Danna Paola,Dame la Luna (Pista),Canta Como Danna Paola,2005,Pop,4:20
Danna Paola,Principe Azul,Canta Como Danna Paola,2005,Pop,4:10
Danna Paola,Chiquita Pero Picosa (Grupera Pista Version),Canta Como Danna Paola,2005,Pop,3:24
Danna Paola,La Chica Yeye (Grupera Pista Version),Canta Como Danna Paola,2005,Pop,2:35
Danna Paola,Pablo y Andrea (Version 1),Pablo y Andrea,2006,Pop,47:00
Danna Paola,Chiquita Pero Picosa (Versión Pop),Pablo y Andrea,2006,Pop,28:00
Danna Paola,Junto a Ti,Pablo y Andrea,2006,Pop,2:00
"Carlos Espejel, Luis Camarena Niehus & Rafael Perrin",Queremos la Medallita,Pablo y Andrea,2006,Pop,19:00
Danna Paola & Guillermo Capetillo,Nadie Como Tu,Pablo y Andrea,2006,Pop,3:00
Danna Paola,Estrellada,Pablo y Andrea,2006,Pop,3:00
Danna Paola,Un Sol Para Ti,Pablo y Andrea,2006,Pop,3:00
Danna Paola,La Chica Yeye (Version Pop),Pablo y Andrea,2006,Pop,34:00
"Danna Paola, Jesús Zavala, Jorge Trejo & Rodrigo Llamas",Lo Que Siento,Pablo y Andrea,2006,Pop,20:00
Horacio Marano & Nadietka,Mocho y Muno,Pablo y Andrea,2006,Pop,1:00
Danna Paola,Fachas,Pablo y Andrea,2006,Pop,23:00
Danna Paola,Andrea y la Medalla,Pablo y Andrea,2006,Pop,41:00
Danna Paola,Pablo y Andrea (Version 2),Pablo y Andrea,2006,Pop,42:00
,,,,,
Desperado,,,,,0
Desperado,Suntem de la tara,Promit ca nu mai beau,2000,Country,
Desperado,Cuplul ideal,Promit ca nu mai beau,2000,Country,
Desperado,Betivan ratat,Promit ca nu mai beau,2000,Country,
Desperado,Promit ca nu mai beau,Promit ca nu mai beau,2000,Country,
Desperado,Nu le dau carnetul,Promit ca nu mai beau,2000,Country,
Desperado,Am cazanul meu,Promit ca nu mai beau,2000,Country,
Desperado,Unde pleci si cand te-ntorci,Promit ca nu mai beau,2000,Country,
Desperado,Pe o pizza si un suc,Promit ca nu mai beau,2000,Country,
Desperado,Easy rider,Promit ca nu mai beau,2000,Country,
Desperado,Sunt cowboy si sunt burlac,Promit ca nu mai beau,2000,Country,
Desperado,Weekend la padure,Oameni de treaba,2001,Country,2:46
Desperado,Vine o vreme,Oameni de treaba,2001,Country,4:15
Desperado,Lenea,Oameni de treaba,2001,Country,3:38
Desperado,Oameni de treaba,Oameni de treaba,2001,Country,4:34
Desperado,Nu sunt de vina,Oameni de treaba,2001,Country,4:37
Desperado,Vaccinul,Oameni de treaba,2001,Country,3:44
Desperado,Unde pleci si cand te-ntorci,Oameni de treaba,2001,Country,4:26
Desperado,Oameni de treaba - se intoarce,Oameni de treaba,2001,Country,1:59
Desperado,La fel ca tata,La fel ca tata,2003,Country,3:22
Desperado,Hey-ho,La fel ca tata,2003,Country,3:56
Desperado,Betivan ratat,La fel ca tata,2003,Country,4:05
Desperado,Fata de la tara,La fel ca tata,2003,Country,4:17
Desperado,La o ferma de gaini,La fel ca tata,2003,Country,3:44
Desperado,Lasa-ma sa beau muiere,La fel ca tata,2003,Country,3:17
Desperado,Trannsylvania cowboy,La fel ca tata,2003,Country,4:12
Desperado,Cea mai buna,La fel ca tata,2003,Country,4:38
Desperado,Te pierd,La fel ca tata,2003,Country,4:16
Desperado,Spune-i,La fel ca tata,2003,Country,4:39
Desperado,Te vrea numai pentru ea,La fel ca tata,2003,Country,4:14
,,,,,
Eiza González,,,,,0
Eiza González,Si Me Besas,Erase una Vez,2007,Latino,12:00
Eiza González,Sé Muy Bien (Then I Woke Up),Erase una Vez,2007,Latino,52:00
Eiza González,Lo Que Fue No Será (When It All Falls Apart),Erase una Vez,2007,Latino,30:00
Eiza González,Sapo Azul,Erase una Vez,2007,Latino,40:00
Eiza González,Espiral,Erase una Vez,2007,Latino,15:00
Eiza González,Princessa,Erase una Vez,2007,Latino,14:00
Eiza González,Ven y Dime,Erase una Vez,2007,Latino,1:00
Eiza González,Y Te Vas de Aquí,Erase una Vez,2007,Latino,40:00
Eiza González,Masoquismo,Erase una Vez,2007,Latino,40:00
Eiza González,Tu Circo,Erase una Vez,2007,Latino,38:00
Lola & Aarón Díaz,Mágico,Erase una Vez,2007,Latino,32:00
Eiza González,Sabré Que Eres Tu,Erase una Vez,2007,Latino,51:00
Eiza González,Si Vendrás,Erase una Vez,2007,Latino,18:00
Eiza González,Voy a Salir a Buscarte,Erase una Vez,2007,Latino,27:00
Eiza González,Basta,Erase una Vez,2007,Latino,48:00
Eiza González,Nada Cambió,Erase una Vez,2007,Latino,15:00
Eiza González,La Vida Es una Canción,Erase una Vez,2007,Latino,14:00
Eiza González,Déjame Volar,Erase una Vez,2007,Latino,8:00
Eiza González,Cuando Te Vayas,Erase una Vez,2007,Latino,26:00
Eiza González,Yo Estoy Aquí,Erase una Vez,2007,Latino,28:00
Eiza González,Hoy Sin Tí,Erase una Vez,2007,Latino,15:00
Eiza González,Puedo Sentir,Erase una Vez,2007,Latino,12:00
Eiza González,Ya Te Vi,Erase una Vez,2007,Latino,25:00
Eiza González,Flores Amarillas,Erase una Vez,2007,Latino,35:00
Eiza González,Impredecible,Contracorriente,2009,Pop Latino,31:00
Eiza González,¿Y Cómo Fue?,Contracorriente,2009,Pop Latino,43:00
Eiza González,Todavía,Contracorriente,2009,Pop Latino,3:00
Eiza González,Mi Destino Soy Yo,Contracorriente,2009,Pop Latino,15:00
Eiza González,Perdiéndolo Todo,Contracorriente,2009,Pop Latino,38:00
Eiza González,Dilo de una Vez (Roundabout),Contracorriente,2009,Pop Latino,29:00
Eiza González,Caminaré,Contracorriente,2009,Pop Latino,52:00
